movie	amctv	director																	
1782	1	Russ Meyer																	
1783	1	Otto Preminger																	
1784	1	Jim Jarmusch																	
1785	1	Vincent Gallo																	
1786	2	Maxine Harris	Sheldon Rochlin																
1787	1	Gillian Armstrong																	
1788	1	Benjamin Ross																	
1789	1	Peter O'Fallon																	
1790	2	Mark Brian Smith	Tony Montana																
1791	1	Sarah Kelly																	
1792	2	Mark Linfield	Alastair Fothergill																
1793	2	James Cameron	Steven Quale																
1794	1	Luc Besson																	
1795	1	Howard Hall																	
1796	1	Jean-Jacques Mantello																	
1797	1	James Algar																	
1798	1	Godfrey Reggio																	
1799	1	Fred Wilcox																	
1800	1	Stanley Donen																	
1801	1	Chris Marker																	
1802	1	Tom Noonan																	
1803	1	Jacques Rivette																	
1804	1	Joachim Trier																	
1805	1	Peter Duffell																	
1806	1	Steven Soderbergh																	
1807	1	Aaron Norris																	
1808	1	Boaz Davidson																	
1809	1	Clare Peploe																	
1810	1	Hal Hartley																	
1811	1	Tran Anh Hung																	
1812	1	Philip Saville																	
1813	1	Roger Michell																	
1814	1	Beat Takeshi Kitano																	
1815	1	Sun Zhou																	
1816	1	Nicole Holofcener																	
1817	1	John Rubino																	
1818	1	Michael Caton-Jones																	
1819	1	John Boskovich																	
1820	1	Lisa Krueger																	
1821	1	Kurt Voss																	
1822	3	Allison Anders	Kurt Voss	Dean Lent															
1823	1	Del Shores																	
1824	1	Gina Kim																	
1825	1	Stephen Frears																	
1826	1	Joe Mantegna																	
1827	1	Mike Cahill																	
1828	1	Nick Gomez																	
1829	1	Dan Ireland																	
1830	1	Rainer Werner Fassbinder																	
1831	1	Jacques Fansten																	
1832	1	Craig R. Baxley																	
1833	1	Sebastian Gutierrez																	
1834	1	James Bridges																	
1835	1	Philip Kaufman																	
1836	1	Pedro Almodóvar																	
1837	1	Gerardo Vera																	
1838	1	Patricia Rozema																	
1839	1	George Stevens, Jr.																	
1840	1	Steve Rash																	
1841	1	Seth Pinsker																	
1842	1	Gregory Hippolyte																	
1843	1	Michael Ritchie																	
1844	2	Donald Shebib	D.S. Everett																
1845	1	Steve James																	
1846	1	John Byrum																	
1847	1	Paul Sorvino																	
1848	2	Kevin Dowling	Geoff Burton																
1849	1	Paul Bogart																	
1850	1	Stephan Elliot																	
1851	1	Beeban Kidron																	
1852	1	Mike Newell																	
1853	1	Charles Sturridge																	
1854	1	Don McKellar																	
1855	1	Eric Bross																	
1856	1	Lee David Zlotoff																	
1857	1	Rebecca Miller																	
1858	1	Arthur Hiller																	
1859	1	Tommy O'Haver																	
1860	1	Casper Andreas																	
1861	1	Greg Berlanti																	
1862	1	Cirio Santiago																	
1863	1	Daniel Neira																	
1864	1	John Irvin																	
1865	2	Lou Diamond Phillips	Jim Goldthwait																
1866	1	Oliver Stone																	
1867	3	D.A. Pennebaker	Christopher Hughes	Chris Hegedus															
1868	1	Jonathan Demme																	
1869	2	Jehane Noujaim	Chris Hegedus																
1870	3	Dan Ollman	Chris Smith	Sarah Price															
1871	1	Jonathan Demme																	
1872	1	Leslie Libman																	
1873	1	Luis Fernandez De La Reguera																	
1874	1	Jeb Stuart																	
1875	1	Norman Foster																	
1876	1	Harold D. Schuster																	
1877	1	Jeannot Szwarc																	
1878	1	Bryan Forbes																	
1879	18	Wim Wenders	Liv Ullmann	Jacques Rivette	Ismail Merchant	David Lynch	Claude Lelouch	Spike Lee	Patrice Leconte	Andrei Konchalovsky	James Ivory	Peter Greenaway	John Boorman	Theo Angelopoulos	Costa-Gavras	Gabriel Axel	Claude Miller	Kiju Yoshida	Sarah Moon
1880	2	Andrew Solt	Malcolm Leo																
1881	1	Spike Lee																	
1882	1	Gene Saks																	
1883	1	Temistocles Lopez																	
1884	1	Paul Justman																	
1885	1	Denis Sanders																	
1886	1	Antoine Fuqua																	
1887	1	Stan Lathan																	
1888	1	Edwin L. Marin																	
1889	1	Bob Clark																	
1890	1	Lindsay Anderson																	
1891	1	Bertrand Blier																	
1892	1	Andrew V. McLaglen																	
1893	1	Jay Sandrich																	
1894	1	John Trent																	
1895	1	Claude Chabrol																	
1896	1	Stefan Ruzowitzky																	
1897	1	Curtis Hanson																	
1898	1	Abel Ferrara																	
1899	1	Ted Nicolaou																	
1900	1	John Hough																	
1901	1	Larry Swerdlove																	
1902	1	Robert Rodriguez																	
1903	1	Ralph Bakshi																	
1904	1	George Miller																	
1905	1	Peter Yates																	
1906	1	James B. Clark																	
1907	1	James B. Clark																	
1908	1	Cy Raker Endfield																	
1909	1	Ishiro Honda																	
1910	1	Tim Blake Nelson																	
1911	1	Peter Hanson																	
1912	1	Oliver Parker																	
1913	1	Kirby Dick																	
1914	1	Bruce Robinson																	
1915	1	James Whale																	
1916	1	Rob Reiner																	
1917	1	Idrissa Ouedraogo																	
1918	1	Joseph L. Mankiewicz																	
1919	1	Bo Widerberg																	
1920	1	Rintaro																	
1921	1	Jan Troell																	
1922	1	Mel Gibson																	
1923	1	Fernando Trueba																	
1924	1	Ridley Scott																	
1925	1	Steven Soderbergh																	
1926	1	Shunji Iwai																	
1927	1	Sam Mendes																	
1928	1	Jack Clayton																	
1929	0	<NULL>																	
1930	1	Fred Wolf																	
1931	3	David Michener	Art Stevens	Ted Berman															
1932	1	Kevin Lima																	
1933	1	George Scribner																	
1934	2	Larry Wachowski	Andy Wachowski																
1935	1	Caroline Thompson																	
1936	1	John Gray																	
1937	1	Michael Anderson																	
1938	1	Bradley Battersby																	
1939	1	Brian De Palma																	
1940	1	Glenn Gordon Caron																	
1941	1	Christopher Morahan																	
1942	1	Carlo Carlei																	
1943	1	Jean-Claude Lord																	
1944	1	Rob Bowman																	
1945	1	Bernard Murat																	
1946	1	Werner Herzog																	
1947	1	Jim Sharman																	
1948	1	Kenneth Branagh																	
1949	1	Calvin Floyd																	
1950	1	Joe Johnston																	
1951	1	Roger Corman																	
1952	1	Richard Attenborough																	
1953	1	Clarence Brown																	
1954	1	James Bridges																	
1955	5	Ringo Starr	Paul McCartney	John Lennon	Bernard Knowles	George Harrison													
1956	1	John Guillermin																	
1957	1	Diane English																	
1958	1	Walter Hill																	
1959	1	Walter Hill																	
1960	1	Michael Clancy																	
1961	1	Wolfgang Becker																	
1962	1	Mike Nichols																	
1963	1	Mark Frost																	
1964	1	Barry Levinson																	
1965	1	Chris Columbus																	
1966	2	Albert Hughes	Allen Hughes																
1967	1	Costa-Gavras																	
1968	1	Heywood Gould																	
1969	2	John Ford	Gregg Toland																
1970	1	Victor Salva																	
1971	1	Eli Roth																	
1972	1	Dennis Iliadis																	
1973	1	Paddy Breathnach																	
1974	1	Martin Weisz																	
1975	1	Wes Craven																	
1976	1	Russell Mulcahy																	
1977	1	David Slade																	
1978	1	Kevin Higgins																	
1979	1	Xavier Gens																	
1980	1	Larry Clark																	
1981	1	Bryan Goeres																	
1982	1	Jaume Collet-Serra																	
1983	1	David S. Goyer																	
1984	1	Benny Mathews																	
1985	0	<NULL>																	
1986	1	John Carpenter																	
1987	1	Richard Lester																	
1988	1	Hayao Miyazaki																	
1989	1	Glenn Jordan																	
1990	1	Bernard Kowalski																	
1991	1	Pier Paolo Pasolini																	
1992	1	John Frankenheimer																	
1993	1	Richard Wallace																	
1994	2	Ronny Yu	David Wu																
1995	1	Stephen Tung Wei																	
1996	1	Tom Dey																	
1997	1	Wu Tianming																	
1998	1	Zhang Yimou																	
1999	1	Brian Yuzna																	
